"Site ID","Name of Site","Authored By","User ID","Authored On","Last Edited","Primary Term","Icon","Tags","Description","Language","Appointment Needed","Children Welcome","Volunteer","Details of Volunteer Opportunities","Accessible by public transport","Public Transit Directions","Telephone","Site Email","Free entry","Entry cost","Web Address","Wheelchair Accessible","Street location","Additional","City","Province","Country","Postal Code","Latitude","Longitude","Maps","Map IDs","Public Site","Contributor Directly Involved In Site","Contributor Name","Contributor Email","Image","Image caption or credit","Video","Video caption or credit","Awaiting Approval","Published"
"21044","East 4th St. Community Garden","NYC Green Apple Map","22","04/06/2011 - 09:58","04/06/2011 - 09:58","Community Garden","Community Garden","East 4th St. Community Garden","Hours
From April through October, the Garden is open to the public at the following times:
Wednesday 4:00 – 6:00PM
Saturday 9:00AM – 1:00PM
Sunday 10:00AM – 2:00PM
Whenever the gate is open!
Rules to observe while visiting the garden
Stay on paths
Don’t pick flowers or vegetables
Children under 18 must be accompanied by an adult
Dogs on lawn only—always on a leash","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://eastfourthstreetgarden.wordpress.com/","Not accessible","179 E 4th Street and Caton Ave","","Brooklyn","New York","United States","11218","40.647618","-73.977251","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21045","East 4th St. Community Garden","NYC Green Apple Map","22","04/06/2011 - 09:58","04/06/2011 - 09:58","Community Garden","Community Garden","East 4th St. Community Garden","Hours
From April through October, the Garden is open to the public at the following times:
Wednesday 4:00 – 6:00PM
Saturday 9:00AM – 1:00PM
Sunday 10:00AM – 2:00PM
Whenever the gate is open!
Rules to observe while visiting the garden
Stay on paths
Don’t pick flowers or vegetables
Children under 18 must be accompanied by an adult
Dogs on lawn only—always on a leash","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://eastfourthstreetgarden.wordpress.com/","Not accessible","179 E 4th Street and Caton Ave","","Brooklyn","New York","United States","11218","40.647618","-73.977251","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21046","PS 126 MAT Dragon Garden","NYC Green Apple Map","22","04/06/2011 - 10:18","04/06/2011 - 10:18","Community Garden","Community Garden","community garden, PS 126 Dragon Garden","Our 7th grade science teacher Matthew Carpenter’s classes had planted seeds in the south facing science classroom. For the 10,000 gardens challenge, the school began our new Dragon Garden (our school’s mascot is the dragon). On Saturday, four 12x2 planter boxes were built by the teacher, Wednesday, the ground base soil in the boxes was tilled by middle school student volunteers. Long-term construction, and environmental fall out from the fires at the World Trade Center had made the soil quality poor, so our science teacher purchased soil. On Earth Day, plants from our indoor jungle began to go into the ground.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","80 Catherine St.","","New York","New York","United States","10038","40.710509","-73.996824","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21047","""Trees Not Trash"" Bushwick Library Garden","NYC Green Apple Map","22","04/06/2011 - 10:29","04/06/2011 - 10:29","Community Garden","Community Garden","Bushwick Library Garden, community garden","Trees Not Trash is a neighborhood beautification project based in Bushwick, a once largely industrial area of Brooklyn that is becoming increasingly residential. Our mission is to transform this neighborhood into a community with green space, where people can take pride in their streets. Trees clean the air, provide shade for people and animals, and create a sense of well-being.
Since its inception, Trees Not Trash has been collecting signatures to have free street trees planted by the NYC Parks Department. Our efforts are paying off! So far, we’ve had 100 new trees planted in our neighborhood, and we look forward to having many more!
We are thankful to Citizens for NYC for their generous support, as well as Olympus Gardens for their guidance, the New York Parks Department for their help, and all the other community gardeners in the New York area who are working hard to make our neighborhoods as green as they can be.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://treesnottrash.org/","Not accessible","340 Bushwick Ave.","","Brooklyn","New York","United States","11206","40.704745","-73.939279","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21048","New Vision Garden","NYC Green Apple Map","22","04/06/2011 - 10:42","04/06/2011 - 10:42","Community Garden","Community Garden","community garden, New Vision Garden","To volunteer (with set-up, clean-up, doing arts & crafts, activities), donate (food, money, or energy), or for more information, contact Eliza of New Vision Community Garden at (718) 759-7855.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","To volunteer (with set-up, clean-up, doing arts & crafts, activities), donate (food, money, or energy), or for more information, contact Eliza of New Vision Community Garden at (718) 759-7855.","Not accessible by public transport","","","","Free entry","","","Not accessible","Livonia Ave & Schenck Ave.","","Brooklyn","New York","United States","11207","40.665851","-73.886688","NYC Compost Green Map","366","Yes","No","","","http://www.flickr.com/photos/54423951@N00/229243745","Picture by carrieharv","","","","Yes"
"21049","Prospect Heights Community Farm","NYC Green Apple Map","22","04/06/2011 - 10:51","04/06/2011 - 10:51","Community Garden","Eco-Agriculture/Permaculture, Community Garden","","Open hours (April 1st - October 31st) for the 2011 season are:
TUESDAY: 4-6pm
WEDNESDAY: 4-6pm
THURSDAY: 5-7pm
FRIDAY: 5-7pm
SATURDAY: 12-6pm
SUNDAY: 12-6pm","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://www.phcfarm.com/welcome/","Not accessible","252-256 Saint Marks Avenue","","Brooklyn","New York","United States","11238","40.677975","-73.967581","NYC Compost Green Map","366","Yes","No","","","http://www.flickr.com/photos/79759083@N00/2743118818","Photo by Flatbush Gardener","","","","Yes"
"21050","Brooklyn Bears Rockwell Place","NYC Green Apple Map","22","04/06/2011 - 11:25","04/06/2011 - 11:25","Community Garden","Community Garden","Brooklyn Bears, community garden","Yesterday we were poking around the long-under-reconstruction Brooklyn Bear’s Community Garden at Rockwell and FultonLafayette (d’oh!) and a nice man in a hard hat said that the work was all done and the garden was ready to reopen.
According to a comment on a February Gowanus Lounge post, the Bears are looking for volunteers; those interested should call Jon Crow at 718-636-4273.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","According to a comment on a February Gowanus Lounge post, the Bears are looking for volunteers; those interested should call Jon Crow at 718-636-4273.","","","Free entry","","","Not accessible","104 Rockwell Place","","Brooklyn","New York","United States","11217","40.687229","-73.979152","NYC Compost Green Map","366","Yes","No","","","http://www.flickr.com/photos/35708666@N06/4996545859","By The Local: Fort Greene / Clinton Hill","","","","Yes"
"21051","Thomas Jefferson Campus Garden","NYC Green Apple Map","22","04/06/2011 - 12:09","04/06/2011 - 12:09","Community Garden","Community Garden","community garden, Thomas Jefferson Campus Garden","Community garden created and maintained by the Thomas Jefferson High School students.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","Atlantic Ave & Pennsylvania Ave","","Brooklyn","New York","United States","11207","40.675680","-73.896770","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21052","Hattie Carthan Community Garden","NYC Green Apple Map","22","04/06/2011 - 12:46","04/06/2011 - 12:46","Community Garden","Community Garden","Hattie Carthan Community Garden","The Hattie Carthan Community Garden, located at Lafayette and Marcy Avenue, was formed in 1991 as a place where humans can expand their knowledge of plants and grow fresh food in Brooklyn. The garden has been a public space that is multigenerational and multicultural for over two decades in Bed Stuy, Brooklyn. The garden is named after a prominent Brooklyn environmentalist who was instrumental in planting over 1,500 trees in Brooklyn.  In the mid-90s the garden received preserved landmark status as a result of the community's organizing efforts and became an Operation Greenthumb Parks & Recreation site. The Hattie Carthan Garden is an important public space with  its own legacy and history.  The garden is equipped with a recently built children's learning garden, mushroom patches, new chicken coops, a three bin composting system and vermicomposting system. There are currently 60 members on the books, 45 individual plots, a large herb garden, a host of flower beds and islands, and fruit trees (fig, peach, apple, plum, sour cherry and apricot). Two thirds of the garden is dedicated to food production. 
In the greenhouse and coldframes, seeds are propagated and nurtured until planting time. The compost piles, created from food waste and other natural materials, contribute nutrients which are essential to building healthy soil. Chemical-free plant care, and permaculture principles demonstrate practical techniques for a variety of visitors.
Food grown in our hoophouse and designated market plots is sold in the market to ensure the market is a sustainable venture. Please stay tuned for the launch of our online food education site which encourages community health through seasonal and holistic approaches to food as opposed to nutritionism.  www.healthyeatinginbedstuy.org","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","Lafayette Ave. and Marcy Ave.","","Brooklyn","New York","United States","11216","40.690249","-73.948191","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21053","Automotive High School Autogarden","NYC Green Apple Map","22","04/06/2011 - 14:20","04/06/2011 - 14:20","Community Garden","Community Garden","Autogarden, Automotive High School, community garden","What is an AutoGarden?
This garden is part of an English elective called, ""Food, Land and YOU"" taught at Auto HS, and an emerging food justice program at the school.
During the school year, the students run the garden and grow and cook the food. In the summer, we rely heavily on volunteers and donate produce to the Greenpoint Food Pantry. We use organic methods.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","50 Bedford Ave.","","Brooklyn","New York","United States","11222","40.722262","-73.953264","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21055","Earth Matter Compost Site","NYC Green Apple Map","22","04/06/2011 - 14:42","04/06/2011 - 14:42","Composting Site","Composting Site","composting site, Earth Matter, Governors Island","Earth Matter NY has already started collecting compostable food scraps and yard waste at all waste collection stations. The 172-acre waterfront area accessible by ferry from downtown Brooklyn and Lower Manhattan had 275,000 visitors last summer, and more are expected this year. Every visitor will produce some waste, and Earth Matter has an important role in managing that waste. Their planned demonstration site will both serve as an important waste reduction tool and an on-site environmental education resource.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","Governors Island","","New York","New York","United States","10004","40.692664","-74.018883","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21056","La Peral Community Garden","NYC Green Apple Map","22","04/06/2011 - 15:12","04/06/2011 - 15:12","Community Garden","Community Garden","community garden, La Perla","Welcome to a Creative Commons learning environment for community biodiversity based on La Perla Garden - an oasis of biodiversity at 105th Street and Columbus Avenue in New York's Upper West Side. Established in 1991, La Perla Garden is one of over 600 registered GreenThumb community gardens in New York City, and is affiliated with the Manhattan Land Trust.
At the heart of the learning process is Composting at La Perla Garden. Composting is a wonderful process through which garden waste, that can be combined with kitchen waste, is transformed by an assortment of microbes, insect and worms into humus that enriches the soil, encouraging healthy microbial action and increasing the soil's ability to retain moisture.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","W 105th St and Columbus Ave.","","New York","New York","United States","10025","40.798564","-73.963361","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21095","Brotherhood Sister Sol","NYC Green Apple Map","22","04/08/2011 - 10:53","04/08/2011 - 10:53","Community Garden","Community Garden","Brotherhood Sister Sol, community garden","Founded in 1995, The Brotherhood/Sister Sol (Bro/Sis) provides comprehensive, holistic and long-term support services to youth who range in age from eight to twenty-two. Bro/Sis offers wrap around evidence-based programming. The organization focuses on issues such as leadership development and educational achievement, sexual responsibility, sexism and misogyny, political education and social justice, Pan-African and Latino history, and global awareness. Bro/Sis provides four-six year rites of passage programming, thorough five day a week after school care, school and home counseling, summer camps, job training and employment, college preparation, community organizing training, and international study programs to Africa and Latin America. Bro/Sis publishes assorted curricula and collections of our members’ writings and trains educators from throughout the nation on our approach. Our theory of change is to provide multi-layered support, guidance and love to our membership, to teach them to have self-discipline and form order in their lives, and then offer opportunities and access so that they may develop agency.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://www.brotherhood-sistersol.org/","Not accessible","512 West 143rd Street","","New York","New York","United States","10031","40.824296","-73.950003","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21096","Saturday Drop Off Grow NYC","NYC Green Apple Map","22","04/08/2011 - 10:58","04/08/2011 - 10:58","Farmers/Local Market","Farmers/Local Market","","GrowNYC is a hands-on non-profit which improves New York City’s quality of life through environmental programs that transform communities block by block and empower all New Yorkers to secure a clean and healthy environment for future generations.
For 40 years, GrowNYC has been rolling up its sleeves alongside NYC residents to:
Provide access to healthy, fresh, local food for all New Yorkers
Grow and maintain vibrant green spaces and community gardens.
Help New Yorkers recycle more and reduce waste.
Create the next generation of environmental leaders through hands-on education programs.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://www.grownyc.org/","Not accessible","Grand Army Plaza","","Brooklyn","New York","United States","11238","40.673730","-73.969490","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21097","Grow NYC Jackson Heights Greenmarket","NYC Green Apple Map","22","04/08/2011 - 11:09","07/14/2011 - 13:58","Farmers/Local Market","Farmers/Local Market, Composting Site","Grow NYC, Jackson Heights, Local Market","Located in one of the most diverse neighborhoods in the city, the recently expanded Jackson Heights Greenmarket is our largest and busiest market in Queens. Beautifully situated along the edge of Travers Park, this bustling Sunday market draws a large crowd of families, long-time residents and young couples who come out to shop, enjoy the lively scene, and meet and greet their neighbors. The Friends of Travers Park designated 78th a ""playstreet"" where they host family-friendly events each Sunday adjacent to the market, making this market a real destination. Reflecting the culinary diversity of the neighborhood, the Jackson Heights market offers a wide selection of vegetables, fruits, eggs, fish, honey, chicken and specialty Mexican produce. This season we are adding more poultry, pork, cut flowers and an even greater variety of fruit.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","34th Avenue 77th & 78th Streets","","Queens","New York","United States","11101","40.757294","-73.889472","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21098","Carrie McCracken TRUCE Community Garden","NYC Green Apple Map","22","04/08/2011 - 11:26","04/08/2011 - 11:26","Community Garden","Community Garden","Carrie McCracken TRUCE Community Garden, community garden","The Carrie McCracken Community Garden strives to be a green and welcoming space. To that end, we recruit volunteer members and offer public access hours and events from April through October annually.
Where
The garden is located on Saint Nicholas Avenue between West 117th and 118th Streets in Harlem, New York City. The garden is on two city lots where apartment buildings once stood, and is registered with Green Thumb of NYC. In 2011, the garden registered with the Parks Department with an agreement through 2015.
When
During the growing season, you can join us in the garden on weekend afternoons. Gardeners meet the second Saturday of every month at noon, in the garden, weather permitting. See our garden calendar for all our events.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://harlemgarden.org/","Not accessible","147 Saint Nicholas Avenue","","New York","New York","United States","10026","40.804844","-73.953075","NYC Compost Green Map","366","Yes","No","","","http://www.flickr.com/photos/35043980@N05/3948356476","Photo by Grow NYC","","","","Yes"
"21099","Oasis Community Garden","NYC Green Apple Map","22","04/08/2011 - 11:59","04/08/2011 - 11:59","Community Garden","Community Garden","community garden, Oasis Community Garden","For over 30 years, Oasis has provided garden opportunities for Hell's Kitchen residents and a haven of green tranquility to visitors from all around the globe.
Located on West 52nd between 10th and 11th Avenues, Oasis Community Garden invites you to come in and smell the roses—and wander our pathways Fashioned  from the bricks of tenements that once stood on the lot—and daydream on our lawn until the fireflies come out—and admire the butterflies as they flit among our native perennials.
Oasis is the perfect escape from the asphalt and chaos of midtown Manhattan. Whether you're a frazzled New Yorker looking for a place to unwind on a sunny Saturday without getting on the LIRR or an exhausted tourist needing a break from pounding the pavement, you're welcome at Oasis.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://oasiscommunitygarden.com/","Not accessible","W. 52nd St between 10th and 11th Avenues","","New York","New York","United States","10019","40.768697","-73.991818","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21100","Seton Falls Garden","NYC Green Apple Map","22","04/08/2011 - 12:06","04/08/2011 - 12:06","Garden","Garden","Garden, Seton Falls Garden","Community garden created by the Bronx residents by Seton Halls Park.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","233rd and Baychester Ave.","","New York","New York","United States","10466","40.888475","-73.841949","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21101","Urban Assembly School for Green Careeers 84th St. School Garden and Composting","NYC Green Apple Map","22","04/08/2011 - 12:14","04/08/2011 - 12:14","Community Garden","Community Garden, Composting Site","community garden, composting site, Urban Assembly School for Green Careers","The Urban Assembly School for Green Careers aims to prepare students for environmental work either in ""green buildings"" (such as architecture, engineering or solar panel installation) or ""green spaces"" (such as gardening or forestry). Students at this Career and Technical Education (CTE) school may plant vegetables in an outdoor garden, cook in a kitchen, or work with an electrician making circuits on wooden boards.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://www.uagreencareers.org/","Not accessible","145 West 84th Street","","New York","New York","United States","10024","40.785817","-73.974627","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21102","Brook Park","NYC Green Apple Map","22","04/08/2011 - 12:42","04/08/2011 - 12:42","Community Garden","Community Garden","Brook Park, community garden","Meeting early in the morning, Brook Park gardeners and their friends, families and supporters met to make the journey together from the South Bronx downtown to the Chelsea Rec Center to attend the public hearing. United in their opposition to the proposed new rules, they carried hand-painted signs demanding that the City offer permanent protection to all gardens, and bore a cornucopia of flowers, fruit and vegetables freshly picked from Brook Park.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","East 141st Street and Brook Park","","New York","New York","United States","","40.714353","-74.005973","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21103","Grow NYC Inwood Greenmarket","NYC Green Apple Map","22","04/08/2011 - 12:45","04/08/2011 - 12:45","Farmers/Local Market","Farmers/Local Market","Greenmark, Grow NYC, Inwood Greenmarket","Location: Isham St. between Seaman Ave and Cooper St.
Schedule: Saturdays, Year-round, 8am - 3pm. 
Subway: 1, to 207th St or A, to 207th St
Bus: Bx12, Bx20, Bx7 and M100
EBT/Food Stamps, Debit/Credit, and WIC & Senior FMNP Coupons accepted.
Winter EBT/Debit/Credit Hours: December-June, 8am-2pm 
Located at Manhattan’s northern-most point	 at the foot one of the city’s biggest and most beautiful parks, this	 market is an all year-round neighborhood favorite. People of all ages, backgrounds, and tastes gather each Saturday to meet and greet their	 friends and neighbors and do their weekly shopping. Even on the	 coldest, darkest winter Saturdays, loyal Inwood shoppers come out	 because they know they can’t get products like this anywhere else.	 There is a core group of 15 farmers who attend every week of the year	 and during the peak season about 5 more join the market.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://www.grownyc.org/inwoodgreenmarket","Not accessible","Isham St & Seaman Ave","","New York","New York","United States","10034","40.869883","-73.920897","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21104","River Garden","NYC Green Apple Map","22","04/08/2011 - 13:03","04/08/2011 - 13:03","Community Garden","Community Garden","community garden, River Garden","Community garden found in the Bronx's River Garden.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","E 180 St. & Devoe Av","","New York","New York","United States","10460","40.842065","-73.876085","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21105","Two Coves Community Garden","NYC Green Apple Map","22","04/08/2011 - 14:13","04/08/2011 - 14:13","Community Garden","Community Garden","community garden, Two Coves","Two Coves Community Garden is open to visitors April to November Saturdays and Sundays, 10:00 AM to 5:00 PM and anytime the gate is open. 
Directions
When you visit, please take a wander around the new Community Plot and help garden! The Community Plot is open on Wednesdays 6PM-8PM and Saturdays 11 AM-2 PM.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://www.twocovescommunitygarden.org/","Not accessible","11-01 30th Ave","","New York","New York","United States","11102","40.772262","-73.932144","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21106","Children's Village","NYC Green Apple Map","22","04/08/2011 - 14:53","04/08/2011 - 14:53","Composting Site","Composting Site","Children's Village, composting site","The Children’s Village residential school engages at-risk boys aged 6 to 20 in an enriched and structured program aimed at preparing them to be successful members of their families and communities.  It focuses on teaching pro-social behavior and fosters a love of learning, the acquisition of career-oriented job skills, and the development of leisure interests and skills that will foster life-long emotional and physical health and well being.
The school is staffed 24/7 with professionals experienced in helping children and youth deal with anger, feelings of loss, and educational failure. Located on a 150-acre campus just 35 minutes from New York City, Children’s Village provides extensive recreational, vocational, and educational facilities in a quiet, natural setting.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://www.childrensvillage.org/programs-school.htm","Not accessible","1 Echo Hl","","Dobbs Ferry","New York","United States","10522","41.014542","-73.872635","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21108","Padre Plaza Success Garden","NYC Green Apple Map","22","04/08/2011 - 15:35","04/08/2011 - 15:35","Community Garden","Community Garden","community garden, Padre Plaza Success Garden","Padre Plaza honors Father Roger Giglio (1943-1990), founder of St. Benedict the Moor Community Center. A native of Woburn, Massachusetts, Father Giglio was ordained in 1970 and served as the director of the Christian Formation Retreat Center in Andover, Massachusetts. In 1974, he moved to New York to work as a chaplain at Lincoln Hospital in the Bronx. He left that position in 1985 to focus on the problems of alcoholism and drug addiction, establishing St. Benedict Center “to enable homeless men and women and children in the South Bronx to live fuller lives and to restore to them the dignity of productive citizens.” Father Giglio’s untimely death from cancer at the age of 47 was a great loss to the community, but St. Benedict continues to implement his vision.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","E. 139 St. And St Ann's Ave.","","Bronx","New York","United States","10454","40.807507","-73.917017","NYC Compost Green Map","366","Yes","No","","","","","","","","Yes"
"21333","Stuyvesant Cove Park","NYC Green Apple Map","22","04/18/2011 - 13:06","03/10/2012 - 17:21","Waterfront/Riverside Park","Waterfront/Riverside Park, Composting Site","Cove Park, Stuyvesant","The purpose of the Stuyvesant Cove Park Compost Revitalization is to repair and improve the existing composting operation in Stuyvesant Cove Park, creating an educational demonstration site in a public area. 
* Compost drop-off's over the winter will be provided by partnering
community gardens in*:
*(click on the name of the neighborhood you are interested in)*
   - *Astoria*
   - *Long Island City*
   - *Sunnyside***","","Appointment not needed","Children welcome","No Volunteer Opportunities","","Accessible by public transport","Volunteer opportunities include:

   - staffing a Greenmarket drop-off site
   - being a debris deputy at a public event
   - landscaping at a community garden
   - turning and mixing compost
   - general maintenance
   - sign making
   - grant writing**","","","Free entry","","http://www.stuyvesantcove.org/","Not accessible","24-20 FDR Service Road East","","New York","New York","United States","10010","40.735928","-73.974771","Green Map NYC, NYC Compost Green Map, NYC Energy","1561, 366, 22599","Yes","No","","","http://www.flickr.com/photos/34803119@N00/2468137182","Photo by Gnarlodious","","","","Yes"
"21361","Urban Garden Center LLC","NYC Green Apple Map","22","04/18/2011 - 13:46","08/01/2012 - 16:26","Community Garden","Community Garden, Composting Site","community garden, composting site, Urban Garden Center LLC","The goal of this effort is to divert food waste and landscape waste form the La Marqueta Retail Market, Urban Garden Center and other local participants that would normally get trucked out to the landfill.  Other goal include educating the public on the benefits of composting and creating a ""green"" network with community gardeners and educational gardeners. 
Appointment Needed FOR THE COMMUNITY COMPOST ONLY","","Appointment not needed","Children welcome","No Volunteer Opportunities","WE WILL NOT TURN ANYONE AWAY, BUT WE ARE ASKING THAT PARTICIPANTS CONTACT US
AT COMPOST@URBANGARDENNYC.COM","Not accessible by public transport","Nearest subway or bus and directions 6 TRAIN AND THE BUS THAT TRAVELS ON 116TH ST.","(646) 872-3991","INFO@URBANGARDENNYC.COM","Free entry","","http://www.urbangardennyc.com/","Not accessible","1590 Park Ave.","","New York","New York","United States","10029","40.797787","-73.944570","NYC Energy, Less = More NYC, Green Map NYC, NYC Compost Green Map","22599, 30990, 1561, 366","Yes","No","","","","","","","","Yes"
"21369","Pleasant Village Community Garden, Inc.","NYC Green Apple Map","22","04/18/2011 - 14:02","06/27/2011 - 14:16","Community Garden","Community Garden, Composting Site","community garden, composting, Pleasant Village Community Garden","This garden takes its name from the Community of Pleasant Village, the area from 114th to 120th Streets on Pleasant Avenue and west to First Avenue. The neighborhood in turn takes its name from Pleasant Avenue, aptly dubbed for its idyllic location on the coast, a century before construction of the East Side highway. It looks to revamp its current compost program to increase soil in the garden, reduce organic waste from going  into landfill and eliminate the use of store bought fertilizer.
Our open hours are
Tuesday 2:00 p.m. - 7:00 p.m
Saturday 9:00 - 3:00
Whenever the gate is open","","Appointment not needed","Children welcome","No Volunteer Opportunities","","Not accessible by public transport","","","pleasantvillagecommunitygarden@yahoo.com","Free entry","","https://sites.google.com/site/pleasantvillagecommunitygarden/home","Not accessible","354-35 Pleasant Avenue","","New York","New York","United States","10035","40.796758","-73.931547","NYC Energy, NYC Compost Green Map, Green Map NYC","22599, 366, 1561","Yes","No","","","","","","","","Yes"
"21521","Fund for PS 84","NYC Green Apple Map","22","05/02/2011 - 15:30","06/27/2011 - 14:12","School","School, Composting Site","composting site, PS 84. Fund, school","PS 84, a Title I elementary school on the Upper West Side, plans to incorporate composting into its curriculum, as well as its waste management practices.  The school is in the initial phase of revitalizing its rooftop garden into a science center that will include an herb and vegetable garden (Urban Roots), and composting will be an integral part of this program.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","(212) 799-2534","","Free entry","","http://www.84web.org/","Not accessible","32 W. 92nd Street","","New York","New York","United States","10025","40.789471","-73.967459","NYC Energy, NYC Compost Green Map, Green Map NYC","22599, 366, 1561","Yes","No","","","","","","","","Yes"
"21522","YM & YWHA of Washington Heights and Inwood","NYC Green Apple Map","22","05/02/2011 - 15:47","06/27/2011 - 15:49","Community Center","Composting Site, Community Center","community center, composting site, YHCA, YMCA","One of the most active arms of the Y is the Harry and Jeanette Weinberg Senior Center, funded by the NYC Department for the Aging.  The center serves up to 200 hot kosher lunches six days a week, along with preparing meals-on-wheels for delivery to the homebound.  Since March 2009, the Y has implemented and maintained several important energy efficiency upgrades within our facility as a result of our participation in the Jewish Greening Fellowship.  In an effort to further reduce our carbon footprint, we plan to implement a comprehensive composting program with the goals of reducing solid waste output and providing nutrient rich soils for our existing roof garden and street level flower beds.  The composting program will also serve an educational purpose, as we plan to integrate the science of composting into the curriculum of our Nursery School, After School, and Senior Center programs.  Children and seniors at the Y have actively participated in the maintenance of our herb garden since its completion in 2010, and all Y members have benefited from learning how food wastes, cardboard and other scraps can be efficiently converted into new soil rather than being thrown away.","","Appointment not needed","Not child friendly","Volunteer Opportunities are Available","","Not accessible by public transport","","(212) 569-6200","info@ywashhts.org","Free entry","","http://www.ywashhts.org","Not accessible","54 Nagle Ave.","","New York","New York","United States","10040","40.860007","-73.929119","NYC Energy, NYC Compost Green Map, Green Map NYC","22599, 366, 1561","Yes","No","","","","","","","","Yes"
"21598","PS 11 Garden","NYC Green Apple Map","22","05/04/2011 - 11:42","06/27/2011 - 16:21","School","School, Composting Site","composting site, PS 11, school","Planning for the PS 11 school garden began in the Fall of 2008 with the goal of transforming the school's ""Big Yard"" to include green spaces.  From the Spring of 2009 to the present, parent volunteers along with students and school staff have constructed garden beds along the asphalt playspace's corridor inside the chain-link fencing.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","(646) 325 8846","2laurengill@gmail.com","Free entry","","http://ps11garden.wordpress.com","Not accessible","329 West 21st Street","","New York","New York","United States","10011","40.744820","-74.000741","NYC Energy, NYC Compost Green Map, Green Map NYC","22599, 366, 1561","Yes","No","","","","","","","","Yes"
